EURO STOXX 50 Volatility Indices,,,,,,,,,
 ,VSTOXX,Sub-Index 1M,Sub-Index 2M,Sub-Index 3M,Sub-Index 6M,Sub-Index 9M,Sub-Index 12M,Sub-Index 18M,Sub-Index 24M
Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
07.12.2000,25.8519,29.2455,25.4717,23.4630,26.3954,25.9230,24.4516,24.9327,24.5435
08.12.2000,25.4143,27.5884,25.2274,23.1763,26.2119,26.0884,24.6090,24.9959,24.3948
11.12.2000,24.7145,29.2426,24.5532,23.2284,25.8355,25.6925,24.4134,24.7537,24.4600
12.12.2000,24.2173,30.0743,24.0794,22.8601,25.4277,25.5444,24.3070,24.7394,24.2409
13.12.2000,23.8414,32.4991,23.7229,22.6297,25.2622,25.5164,24.3152,24.7978,24.2154
14.12.2000,24.9575,NA,24.1652,22.2515,25.5702,25.8242,24.4876,24.9268,24.3233
15.12.2000,25.5995,NA,24.6823,21.9059,25.9939,26.1617,24.6814,25.1904,24.4975
18.12.2000,24.4511,24.1703,21.8144,25.7122,25.9981,24.6477,25.1306,24.4639,15.2250
19.12.2000,24.3914,24.3012,22.5642,25.2596,25.6017,24.3949,24.8328,24.2327,14.9148
20.12.2000,27.2206,27.2982,21.8370,27.1724,26.9216,25.1232,25.5688,24.5941,15.4125
21.12.2000,27.9824,28.0719,26.9749,27.6533,27.2087,25.2404,25.6720,24.6490,16.7706
22.12.2000,27.4624,27.5682,26.8454,27.3813,27.0820,25.0975,25.5476,24.5548,16.6222
27.12.2000,27.0300,27.2230,26.7793,27.0799,26.7366,24.9788,25.3731,24.4233,16.4078
28.12.2000,26.7269,26.9868,26.4510,26.9440,26.6861,24.8083,25.4227,24.3420,16.2990
29.12.2000,26.2264,26.2456,26.2097,26.8388,26.8023,24.9170,25.7653,24.1407,16.6043
02.01.2001,27.7303,28.7116,27.3094,27.8889,27.4519,25.2643,25.8731,24.8202,16.8514
03.01.2001,28.6179,30.1668,28.0577,28.5344,27.9412,25.5778,26.1142,25.1450,17.0757
04.01.2001,26.9197,28.1549,26.5513,26.8373,27.0362,25.2664,25.6881,24.9161,16.6934
05.01.2001,26.5915,27.2308,26.4363,26.8317,27.3443,25.4247,25.8052,24.9189,16.8960
08.01.2001,27.2654,29.3731,26.9866,27.3237,26.9400,25.1700,25.4143,24.7729,16.7748
09.01.2001,27.0958,29.3006,26.8668,27.1075,26.9664,25.1815,25.6367,24.7076,16.8722
10.01.2001,26.4681,28.2225,26.3298,26.7504,26.4341,25.1857,25.3375,24.6468,16.9739
11.01.2001,24.8400,26.3129,24.7543,25.6915,25.5318,24.4647,25.0981,24.2848,16.7907
12.01.2001,23.6527,23.3952,23.6630,24.2366,24.9579,23.9023,24.3781,24.0303,16.5345
15.01.2001,23.7621,26.5390,23.7385,24.0646,24.7454,23.9910,24.5295,24.1738,16.5267
16.01.2001,24.1272,29.5815,24.1117,24.5125,25.0162,24.0034,24.4374,23.8946,16.6821
17.01.2001,23.4431,29.2446,23.4373,23.8007,24.5051,23.8172,24.1124,23.6506,22.7747
18.01.2001,23.2996,NA,23.2508,23.8323,24.6128,23.8428,24.1956,23.5830,22.8141
19.01.2001,22.7919,NA,22.7335,23.1249,23.8914,23.7887,24.1989,23.7320,23.0305
22.01.2001,23.3179,23.3460,23.2602,12.3930,23.7286,23.7215,23.6969,23.4568,22.8507
23.01.2001,23.1033,22.9198,23.3948,21.2806,24.2429,23.7000,24.2756,23.9102,23.0730
24.01.2001,22.4584,22.1956,22.7925,20.9650,23.7021,23.1864,23.5861,23.1432,22.4527
25.01.2001,22.0112,21.7280,22.3049,20.6544,23.3708,22.9919,23.4313,23.1143,22.3930
26.01.2001,21.9228,21.6189,22.1828,20.5728,23.2265,23.0465,23.3739,22.9610,22.2956
29.01.2001,22.0578,22.0974,22.0379,20.8173,23.2730,22.8507,23.3174,23.0356,22.2692
30.01.2001,22.5248,22.9201,22.3574,20.7093,23.0768,22.7507,23.2704,22.9407,22.1983
31.01.2001,22.2534,22.5959,22.1327,20.4436,22.8053,22.6314,23.1229,22.8574,22.1196
01.02.2001,21.7483,22.0544,21.6589,20.3567,22.8511,22.7084,23.0542,22.7557,21.9801
02.02.2001,21.1674,21.5870,21.0659,19.9667,22.6675,22.3586,22.7454,22.5389,21.9140
05.02.2001,21.5250,21.6143,21.5137,20.0717,22.4842,22.2382,22.7567,22.5590,21.8823
06.02.2001,20.5066,20.2548,20.5314,19.6833,21.6226,21.6863,22.3243,22.1553,21.5593
07.02.2001,20.7801,20.6688,20.7886,19.6244,21.8956,21.4703,22.5059,22.2698,21.6867
08.02.2001,20.1604,19.6048,20.1913,19.4114,21.5057,21.4887,22.1848,21.9837,21.4038
09.02.2001,20.3934,19.2989,20.4360,19.1137,21.5715,21.6562,22.1910,21.7670,21.3433
12.02.2001,19.6955,21.4270,19.6810,19.0873,20.9695,21.0400,21.6211,21.4782,21.0475
13.02.2001,19.8939,22.0900,19.8880,19.0066,21.0204,21.1776,21.7079,21.2946,20.9997
14.02.2001,21.0316,28.4605,21.0523,19.5363,21.9748,21.4492,22.0280,21.9198,21.4330
15.02.2001,19.6685,NA,19.7181,19.0434,21.0806,21.1626,21.6665,21.5736,21.2615
16.02.2001,21.0099,NA,21.2247,19.5555,22.0380,21.6207,22.1431,21.9885,21.4805
19.02.2001,21.2961,21.9004,19.7975,12.4870,22.2638,21.8951,22.3116,22.1449,21.5694
20.02.2001,21.4465,22.2713,19.8138,16.0866,22.3454,21.9748,22.4154,22.1809,21.6046
21.02.2001,22.6497,24.1111,20.2370,15.5711,23.6139,22.6750,23.1786,22.6813,22.1526
22.02.2001,23.9595,24.8314,22.8252,22.3545,24.0242,22.4933,23.2034,22.7510,22.2618
23.02.2001,23.8147,24.8448,22.6939,22.4037,24.2382,22.5051,23.1018,22.5569,22.1113
26.02.2001,23.7364,24.9370,22.9516,22.3911,23.9849,22.4702,23.0064,22.5487,22.0453
27.02.2001,22.9086,24.1122,22.2404,21.9385,23.5808,22.2511,22.9517,22.2906,21.8735
28.02.2001,23.3123,25.1044,22.4526,22.0151,23.6840,22.1222,22.9697,22.4181,21.9484
01.03.2001,23.3797,25.5318,22.4957,22.0572,23.6482,22.1569,22.9576,22.3719,21.8987
02.03.2001,22.8025,24.4161,22.2503,21.8079,23.4360,22.0587,22.8364,22.3425,21.7975
05.03.2001,22.2056,23.7246,21.9003,21.7664,22.9536,21.9790,22.7282,22.3111,21.8957
06.03.2001,20.8770,21.3870,20.7946,20.6781,21.8523,21.4783,22.1968,21.8190,21.5295
07.03.2001,20.7941,21.6742,20.6770,20.7428,21.8799,21.4676,22.0558,21.8001,21.4878
08.03.2001,20.5669,22.2024,20.3887,20.4714,21.7414,21.2124,21.9697,21.7173,21.4246
09.03.2001,21.1372,23.3920,20.9412,20.9436,22.2780,21.4028,22.2474,21.8853,21.5186
12.03.2001,23.4681,32.0388,23.1361,22.2563,23.5405,21.8786,22.7389,22.2918,21.8627
13.03.2001,24.1972,36.7129,23.8652,22.9511,24.4618,22.3371,23.1748,22.5611,22.0876
14.03.2001,27.1949,50.2696,26.8126,24.9993,27.2838,23.6442,24.6532,23.6854,22.6128
15.03.2001,27.2113,NA,26.6254,25.2370,26.6635,24.8018,23.8193,23.4967,22.7941
16.03.2001,27.7080,NA,27.1977,25.7124,26.9057,25.0912,23.9747,23.0778,22.4740
19.03.2001,28.2499,27.9918,25.8520,27.0689,25.1019,24.3345,14.3373,23.3450,22.7577
20.03.2001,27.7236,27.6236,25.6994,26.8860,24.9250,24.0439,14.1175,23.3139,22.6543
21.03.2001,28.3524,28.3867,26.1169,27.6867,25.2022,24.3580,22.0698,23.2231,22.6396
22.03.2001,30.5634,30.8555,27.1312,30.4800,26.4163,25.0708,22.6189,23.6322,22.8574
23.03.2001,31.4410,31.7505,29.5961,28.9306,25.8390,24.8023,22.4719,23.6024,22.9149
26.03.2001,28.7891,29.3553,27.5957,27.3975,25.1241,24.2728,22.1116,23.3459,22.7500
27.03.2001,27.0792,27.2897,26.7378,26.6122,25.0574,24.3461,21.8779,23.3892,22.8558
28.03.2001,29.6507,30.4914,28.5309,27.8052,25.4837,24.5296,22.1587,23.6125,22.8462
29.03.2001,30.1767,31.0643,29.2148,28.3682,25.8589,24.8870,22.5091,23.7610,23.0080
30.03.2001,29.8427,30.8948,28.9004,28.3960,25.8693,24.6481,22.3104,23.6054,23.1781
02.04.2001,29.5547,30.8558,28.8813,28.2965,25.8504,25.3399,22.2066,23.8383,23.0895
03.04.2001,33.0777,36.0682,31.7434,30.4427,26.6891,26.2147,22.8214,23.9175,23.1713
04.04.2001,32.6021,35.2706,31.6187,30.2676,26.7814,26.2769,22.9408,24.1215,23.3102
05.04.2001,30.5196,32.2700,29.9937,28.8932,26.1395,25.9355,22.7537,24.0122,23.2199
06.04.2001,29.7427,31.2954,29.3593,28.4573,25.9162,25.6435,22.5497,23.8495,23.0941
09.04.2001,28.7019,30.5752,28.4557,27.8486,25.5524,25.4101,22.3755,23.8085,22.9173
10.04.2001,26.5210,27.3619,26.4360,26.1226,24.8458,24.7916,21.8854,23.5015,22.9179
11.04.2001,25.3539,25.3124,25.3570,25.5562,24.6084,24.5250,21.5468,23.4962,22.9606
12.04.2001,25.1553,23.7361,25.2330,25.3061,24.6541,24.6721,21.6339,23.4655,22.9997
17.04.2001,27.7887,35.5705,27.7661,26.9640,25.4454,25.2178,22.1363,23.7795,23.1531
18.04.2001,25.1814,34.8914,25.1838,25.0319,24.4313,24.4910,21.1407,23.4704,23.0447
19.04.2001,26.1885,NA,26.2308,25.7173,24.5897,24.5155,23.0456,23.4018,23.0685
20.04.2001,26.5200,NA,26.6775,25.5946,24.5195,24.3890,22.7687,23.3009,22.8260
23.04.2001,26.9862,27.2835,26.3681,13.4475,24.7060,24.6630,22.8021,23.3552,22.8419
24.04.2001,25.7069,25.9484,25.3146,14.6004,24.3270,24.1206,22.4477,23.0510,22.6211
25.04.2001,24.9580,25.2312,24.6014,23.6117,23.9120,23.8839,22.3524,22.9749,22.3862
26.04.2001,22.9708,22.9039,23.0410,22.5230,23.2028,23.0309,21.7360,22.4775,21.9072
27.04.2001,20.9765,20.2841,21.5582,21.2299,22.0268,22.4265,21.2962,21.9234,21.6393
30.04.2001,21.2096,21.1535,21.2376,21.4971,22.1245,22.4476,21.3446,21.9936,21.7040
02.05.2001,21.7019,22.2633,21.5027,21.6884,22.2428,22.5535,21.4488,22.0494,21.7436
03.05.2001,22.9237,23.8380,22.6520,22.3621,22.7730,23.0341,21.7933,22.2405,21.8874
04.05.2001,22.9020,23.9168,22.6526,22.3888,22.7566,22.9779,21.7109,22.2252,21.8841
07.05.2001,22.5204,24.4674,22.2616,22.1235,22.4598,22.6906,21.5306,22.1285,21.8031
08.05.2001,22.4120,23.7261,22.2771,22.0148,22.4205,22.7008,21.4060,22.0647,21.7842
09.05.2001,22.6700,24.7699,22.5022,22.2266,22.6186,22.8362,21.5724,22.2113,21.8455
10.05.2001,21.2014,22.4760,21.1272,21.2017,21.8566,22.1197,21.1809,21.9333,21.7489
11.05.2001,21.0013,21.6211,20.9762,21.2857,21.8403,22.2338,21.2677,21.8824,21.6658
14.05.2001,22.2907,25.5699,22.2625,21.8279,22.2240,22.4519,21.4292,22.0081,21.7297
15.05.2001,21.6761,27.9879,21.6577,21.7065,22.1340,22.4027,21.3295,21.9214,21.7118
16.05.2001,21.8261,28.0276,21.8260,21.8305,22.2327,22.4983,21.3907,21.9629,21.7350
17.05.2001,21.1251,NA,21.1056,21.3652,21.8370,22.2371,21.2451,21.8781,21.7117
18.05.2001,20.6796,NA,20.6437,20.9116,21.4813,21.9910,21.1114,21.8546,21.6774
21.05.2001,20.6196,20.5286,20.8327,12.2334,21.3791,21.9450,20.9842,21.8245,21.6561
22.05.2001,20.0028,19.8262,20.3287,19.3552,21.1855,21.7269,20.7221,21.7389,21.5176
23.05.2001,20.0701,19.7228,20.5846,19.4520,21.2783,21.8775,21.3133,21.7159,21.5468
24.05.2001,19.5906,19.2191,20.0444,19.1539,20.9799,21.7255,21.2653,21.6819,21.5341
25.05.2001,19.5156,19.1090,19.9297,19.1431,21.0280,21.7374,21.2612,21.6880,21.5504
28.05.2001,19.7229,19.3160,19.9738,19.2022,21.1781,21.7603,21.2338,21.7161,21.5345
29.05.2001,20.4677,20.5839,20.4055,19.5043,21.3319,21.9790,21.5025,21.8702,21.6737
30.05.2001,21.5401,21.9198,21.3657,19.9513,21.9760,22.4438,21.6818,22.0215,21.7784
31.05.2001,21.3324,21.9319,21.0969,19.8517,21.8331,22.3492,21.6713,22.0421,21.8162
01.06.2001,20.9758,21.0100,20.9646,19.7660,21.7883,22.6233,21.5417,22.0520,21.8278
04.06.2001,20.6748,21.3476,20.5424,19.6735,21.5657,22.3581,21.4397,21.9590,21.7752
05.06.2001,19.8599,19.7050,19.8845,19.3453,21.1306,22.0039,21.3658,21.9120,21.7390
06.06.2001,19.9585,20.3403,19.9083,19.2083,21.2097,22.1097,21.4450,21.9783,21.8043
07.06.2001,19.9685,20.4539,19.9172,19.3239,21.2328,22.0375,21.4837,22.0001,21.8079
08.06.2001,19.0088,18.9241,19.0158,18.8822,20.6805,21.5281,21.2472,21.7676,21.6771
11.06.2001,19.5960,22.1915,19.5058,18.9568,20.7093,21.5840,21.1916,21.5684,21.3714
12.06.2001,21.9501,29.5074,21.7639,19.7529,22.1857,22.6021,21.6947,21.9286,21.5854
13.06.2001,21.3075,27.2843,21.2286,19.5433,21.6507,22.1222,21.4822,21.7718,21.5118
14.06.2001,23.6198,NA,22.6302,20.1905,22.7202,22.9882,22.0174,22.3654,22.0832
15.06.2001,24.2691,NA,23.2872,20.2810,23.2775,23.3923,22.2691,22.4986,22.0348
18.06.2001,24.4264,24.3397,23.6404,23.9749,23.9254,22.5253,22.7348,22.1620,15.6274
19.06.2001,22.8877,22.8719,22.5763,23.0726,23.2255,22.1076,22.3737,21.9676,15.5231
20.06.2001,23.0830,23.0898,22.6537,23.1167,23.3091,22.1286,22.4265,21.9651,20.5903
21.06.2001,22.2517,22.2626,22.1311,22.7580,23.0658,21.9608,22.2391,21.8484,21.2244
22.06.2001,20.9377,20.8684,21.3325,22.1327,22.6039,21.6325,21.9633,21.6323,21.0226
25.06.2001,21.4135,21.3552,21.5322,22.0661,22.5079,21.6605,21.9939,21.4825,20.9974
26.06.2001,23.5298,23.7901,23.1059,23.5438,23.6835,22.2649,22.5145,22.0735,21.1740
27.06.2001,23.1896,23.3409,22.9931,23.3826,23.5528,22.1664,22.4702,22.0642,21.3055
28.06.2001,21.7453,21.6005,21.8964,22.5757,22.9412,21.6511,22.2246,21.7420,21.1789
29.06.2001,20.3374,19.7714,20.8153,21.4252,21.9418,21.7448,21.8118,21.6896,21.1334
02.07.2001,19.6287,19.5008,19.6924,20.8638,21.6672,21.5459,21.5262,21.4993,20.9534
03.07.2001,20.4274,20.2649,20.4950,21.1221,21.8593,21.7039,21.8075,21.3075,21.1793
04.07.2001,20.5635,20.5446,20.5701,21.2610,21.9217,21.7077,21.7055,21.4057,20.8990
05.07.2001,20.9835,21.2428,20.9078,21.6083,22.1170,21.8690,21.7914,21.3909,20.9036
06.07.2001,24.7200,27.8049,23.9234,24.0969,23.6466,22.7997,22.3310,21.7436,21.0687
09.07.2001,25.3517,29.4167,24.7891,24.4497,24.0496,23.0178,22.6316,21.7710,21.1685
10.07.2001,25.0002,29.0757,24.5583,24.7870,24.2253,23.1514,22.4004,21.9054,21.2278
11.07.2001,27.7726,33.3713,27.2997,26.9920,25.8461,24.2438,23.0988,22.2416,21.4776
12.07.2001,25.0319,28.9338,24.7936,24.5361,23.9778,23.0897,22.4667,22.0143,21.3711
13.07.2001,24.4581,27.4243,24.3320,24.3525,24.3671,24.1902,24.1012,22.7715,22.2482
16.07.2001,25.5613,31.3061,25.5100,25.2995,24.8082,24.5298,24.2261,22.7669,22.1402
17.07.2001,26.1614,34.3426,26.1373,25.8647,25.0923,24.7719,24.5052,22.8196,22.2512
18.07.2001,28.3975,37.1922,28.4126,27.3191,26.1639,25.6106,25.2085,23.1543,22.4639
19.07.2001,26.0746,NA,26.1018,25.7353,25.0927,24.9417,24.7603,22.9678,22.3890
20.07.2001,26.1025,NA,26.1186,25.9977,25.2456,24.9523,24.6496,22.9123,22.3733
23.07.2001,25.7157,25.7396,25.6593,14.2853,25.1144,24.7250,24.5404,22.8796,22.3818
24.07.2001,26.3884,26.5138,26.1524,15.5408,25.4149,24.9278,24.5762,22.9073,22.3187
25.07.2001,28.0986,28.5751,27.3613,15.1217,26.2270,25.6021,25.0695,23.0637,22.4016
26.07.2001,26.9082,27.0296,26.7561,25.8621,25.9557,25.2220,24.9867,23.0469,22.3951
27.07.2001,24.9231,24.9892,24.8543,24.3680,24.7416,24.5855,24.3526,22.9040,22.3627
30.07.2001,23.5668,23.3633,23.6935,23.3846,23.7973,23.8699,23.8109,22.6690,22.2376
31.07.2001,22.3067,22.0217,22.4571,22.6538,23.0540,23.2832,23.4157,22.2812,22.0501
01.08.2001,21.7247,21.3510,21.8920,21.9803,22.6168,22.9325,23.0555,22.1789,21.8562
02.08.2001,22.0580,21.9726,22.0908,21.9210,22.4737,22.8257,23.0639,23.9506,24.1457
03.08.2001,22.8639,22.8152,22.8798,22.4485,22.9517,23.1077,23.3618,23.8100,23.8603
06.08.2001,22.8967,23.0696,22.8631,22.4209,22.9151,23.0511,23.3056,23.8891,23.9442
07.08.2001,22.7948,23.6434,22.6567,22.2531,22.8631,22.9680,23.1717,23.6969,23.8369
08.08.2001,23.4650,24.5217,23.3241,22.6805,23.0408,22.9908,23.4227,23.9784,23.9790
09.08.2001,25.9944,29.5699,25.5924,23.9918,24.3910,23.7191,23.9735,24.2733,24.2186
10.08.2001,25.7905,27.8241,25.6163,24.0141,24.4611,23.9948,23.8643,24.3946,24.3674
13.08.2001,25.2422,30.4302,25.0554,23.8807,24.0808,23.8146,23.9391,24.2250,24.1491
14.08.2001,24.0900,28.4858,23.9894,23.3128,23.7038,23.4840,23.6549,24.0152,24.1038
15.08.2001,24.2376,29.9443,24.1638,23.7360,24.0350,23.6568,23.8580,24.2320,24.1874
16.08.2001,25.9489,NA,25.5792,24.7145,24.8682,24.3234,24.1886,24.1775,24.4407
17.08.2001,28.9581,NA,28.3098,26.4065,25.8614,25.1178,24.9170,24.3171,24.6876
20.08.2001,28.6790,28.4126,26.2023,15.1916,25.9799,25.0348,24.7877,24.8754,24.7125
21.08.2001,26.7663,26.6943,25.3227,14.6047,25.2538,24.5220,24.5747,24.6038,24.4763
22.08.2001,26.9350,26.9531,25.7828,23.5765,25.6180,24.6407,24.4400,24.6364,24.4805
23.08.2001,25.2731,25.3092,24.8716,23.1201,24.8210,24.0152,24.0627,24.4253,24.3244
24.08.2001,24.1168,24.1459,23.9489,22.4056,24.0203,23.4533,23.6139,23.9243,24.0021
27.08.2001,24.9203,25.1722,24.3974,22.7569,24.4934,23.7591,23.8508,23.7821,24.0658
28.08.2001,26.2642,26.5290,25.8337,23.9376,25.4165,24.5125,24.3045,24.4273,24.4100
29.08.2001,26.2533,26.6459,25.7386,23.9707,25.5162,24.5231,24.4935,24.6151,24.3301
30.08.2001,27.7022,28.6199,26.7039,23.8204,26.0744,25.2245,25.0515,25.2622,24.9860
31.08.2001,27.4855,28.2451,26.8101,24.0794,26.4534,25.3984,25.1040,25.2800,24.9638
03.09.2001,28.8168,30.3094,28.0396,24.6791,27.1408,25.8631,25.4854,25.6520,25.2719
04.09.2001,28.6014,29.6004,28.1730,24.6344,26.9101,25.7472,25.4535,25.5571,25.2790
05.09.2001,29.9404,31.2571,29.4674,24.6201,27.7470,26.2008,25.8177,25.8614,25.4823
06.09.2001,31.6444,34.1303,30.8871,24.0334,28.5571,26.9926,26.5483,26.3211,25.8544
07.09.2001,33.0768,36.1291,32.3042,22.4175,29.5121,27.6594,27.0679,26.9749,26.3238
10.09.2001,34.9939,41.5944,34.0664,29.8778,30.5289,28.4066,27.5849,26.8234,26.5472
11.09.2001,54.1660,76.0493,51.4859,38.1930,42.0245,38.5397,37.7166,36.1503,35.0964
12.09.2001,46.6506,56.6367,45.8018,40.7564,37.4885,34.7057,32.2149,30.0336,28.6384
13.09.2001,40.9143,49.7989,40.3550,36.7621,34.3088,32.7431,30.7949,28.5923,27.9455
14.09.2001,50.8244,69.1827,49.9501,44.3782,41.1610,36.7471,34.6064,32.2028,30.4816
17.09.2001,45.6318,67.6264,45.4126,40.9802,37.1527,34.9504,32.6418,30.5156,29.3036
18.09.2001,46.8572,65.1001,46.8016,42.4619,38.4063,35.2455,32.9274,30.6353,28.9957
19.09.2001,46.6682,6
